"Start time UTC","End time UTC","The sales price of production imbalance electricity"
"2021-06-16T06:00:00.000Z","2021-06-16T07:00:00.000Z","174.75999"
"2021-06-16T07:00:00.000Z","2021-06-16T08:00:00.000Z","104.95"
"2021-06-16T08:00:00.000Z","2021-06-16T09:00:00.000Z","97.98999"
"2021-06-16T09:00:00.000Z","2021-06-16T10:00:00.000Z","89.98999"
"2021-06-16T10:00:00.000Z","2021-06-16T11:00:00.000Z","89.96999"
"2021-06-16T11:00:00.000Z","2021-06-16T12:00:00.000Z","89.98"
"2021-06-16T12:00:00.000Z","2021-06-16T13:00:00.000Z","89.90999"
"2021-06-16T13:00:00.000Z","2021-06-16T14:00:00.000Z","80.96999"
"2021-06-16T14:00:00.000Z","2021-06-16T15:00:00.000Z","85.5"
"2021-06-16T15:00:00.000Z","2021-06-16T16:00:00.000Z","92.64"
"2021-06-16T16:00:00.000Z","2021-06-16T17:00:00.000Z","102.53"
"2021-06-16T17:00:00.000Z","2021-06-16T18:00:00.000Z","118.05"
"2021-06-16T18:00:00.000Z","2021-06-16T19:00:00.000Z","108.84999"
"2021-06-16T19:00:00.000Z","2021-06-16T20:00:00.000Z","139"
"2021-06-16T20:00:00.000Z","2021-06-16T21:00:00.000Z","130"
"2021-06-16T21:00:00.000Z","2021-06-16T22:00:00.000Z","67.29999"
"2021-06-16T22:00:00.000Z","2021-06-16T23:00:00.000Z","58.86999"
"2021-06-16T23:00:00.000Z","2021-06-17T00:00:00.000Z","52"
"2021-06-17T00:00:00.000Z","2021-06-17T01:00:00.000Z","41.86999"
"2021-06-17T01:00:00.000Z","2021-06-17T02:00:00.000Z","36.27"
"2021-06-17T02:00:00.000Z","2021-06-17T03:00:00.000Z","85"
"2021-06-17T03:00:00.000Z","2021-06-17T04:00:00.000Z","64.54"
"2021-06-17T04:00:00.000Z","2021-06-17T05:00:00.000Z","79.4"
"2021-06-17T05:00:00.000Z","2021-06-17T06:00:00.000Z","99.65"
"2021-06-17T06:00:00.000Z","2021-06-17T07:00:00.000Z","104"
"2021-06-17T07:00:00.000Z","2021-06-17T08:00:00.000Z","97.98999"
"2021-06-17T08:00:00.000Z","2021-06-17T09:00:00.000Z","89.98999"
"2021-06-17T09:00:00.000Z","2021-06-17T10:00:00.000Z","124.89"
"2021-06-17T10:00:00.000Z","2021-06-17T11:00:00.000Z","99.92"
"2021-06-17T11:00:00.000Z","2021-06-17T12:00:00.000Z","90.54999"
"2021-06-17T12:00:00.000Z","2021-06-17T13:00:00.000Z","86.15"
"2021-06-17T13:00:00.000Z","2021-06-17T14:00:00.000Z","73.81999"
"2021-06-17T14:00:00.000Z","2021-06-17T15:00:00.000Z","70.25"
"2021-06-17T15:00:00.000Z","2021-06-17T16:00:00.000Z","55.07"
"2021-06-17T16:00:00.000Z","2021-06-17T17:00:00.000Z","71.98999"
"2021-06-17T17:00:00.000Z","2021-06-17T18:00:00.000Z","102"
"2021-06-17T18:00:00.000Z","2021-06-17T19:00:00.000Z","120"
"2021-06-17T19:00:00.000Z","2021-06-17T20:00:00.000Z","118"
"2021-06-17T20:00:00.000Z","2021-06-17T21:00:00.000Z","110.20999"
"2021-06-17T21:00:00.000Z","2021-06-17T22:00:00.000Z","21.57"
"2021-06-17T22:00:00.000Z","2021-06-17T23:00:00.000Z","80"
"2021-06-17T23:00:00.000Z","2021-06-18T00:00:00.000Z","53"
"2021-06-18T00:00:00.000Z","2021-06-18T01:00:00.000Z","34.90999"
"2021-06-18T01:00:00.000Z","2021-06-18T02:00:00.000Z","23.01"
"2021-06-18T02:00:00.000Z","2021-06-18T03:00:00.000Z","53"
"2021-06-18T03:00:00.000Z","2021-06-18T04:00:00.000Z","79"
"2021-06-18T04:00:00.000Z","2021-06-18T05:00:00.000Z","188"
"2021-06-18T05:00:00.000Z","2021-06-18T06:00:00.000Z","97.04999"
"2021-06-18T06:00:00.000Z","2021-06-18T07:00:00.000Z","100.02"
"2021-06-18T07:00:00.000Z","2021-06-18T08:00:00.000Z","95"
"2021-06-18T08:00:00.000Z","2021-06-18T09:00:00.000Z","84.09999"
"2021-06-18T09:00:00.000Z","2021-06-18T10:00:00.000Z","81"
"2021-06-18T10:00:00.000Z","2021-06-18T11:00:00.000Z","76.07999"
"2021-06-18T11:00:00.000Z","2021-06-18T12:00:00.000Z","63.17"
"2021-06-18T12:00:00.000Z","2021-06-18T13:00:00.000Z","59.07999"
"2021-06-18T13:00:00.000Z","2021-06-18T14:00:00.000Z","36.13"
"2021-06-18T14:00:00.000Z","2021-06-18T15:00:00.000Z","78"
"2021-06-18T15:00:00.000Z","2021-06-18T16:00:00.000Z","88"
"2021-06-18T16:00:00.000Z","2021-06-18T17:00:00.000Z","137"
"2021-06-18T17:00:00.000Z","2021-06-18T18:00:00.000Z","125"
"2021-06-18T18:00:00.000Z","2021-06-18T19:00:00.000Z","85"
"2021-06-18T19:00:00.000Z","2021-06-18T20:00:00.000Z","42.36999"
"2021-06-18T20:00:00.000Z","2021-06-18T21:00:00.000Z","63"
"2021-06-18T21:00:00.000Z","2021-06-18T22:00:00.000Z","31.62"
"2021-06-18T22:00:00.000Z","2021-06-18T23:00:00.000Z","21.01"
"2021-06-18T23:00:00.000Z","2021-06-19T00:00:00.000Z","19.66"
"2021-06-19T00:00:00.000Z","2021-06-19T01:00:00.000Z","18.80999"
"2021-06-19T01:00:00.000Z","2021-06-19T02:00:00.000Z","18.92"
"2021-06-19T02:00:00.000Z","2021-06-19T03:00:00.000Z","19"
"2021-06-19T03:00:00.000Z","2021-06-19T04:00:00.000Z","29.76"
"2021-06-19T04:00:00.000Z","2021-06-19T05:00:00.000Z","68"
"2021-06-19T05:00:00.000Z","2021-06-19T06:00:00.000Z","46.86999"
"2021-06-19T06:00:00.000Z","2021-06-19T07:00:00.000Z","48.1"
"2021-06-19T07:00:00.000Z","2021-06-19T08:00:00.000Z","49.97999"
"2021-06-19T08:00:00.000Z","2021-06-19T09:00:00.000Z","53"
"2021-06-19T09:00:00.000Z","2021-06-19T10:00:00.000Z","55.02"
"2021-06-19T10:00:00.000Z","2021-06-19T11:00:00.000Z","53"
"2021-06-19T11:00:00.000Z","2021-06-19T12:00:00.000Z","58.78"
"2021-06-19T12:00:00.000Z","2021-06-19T13:00:00.000Z","80"
"2021-06-19T13:00:00.000Z","2021-06-19T14:00:00.000Z","68"
"2021-06-19T14:00:00.000Z","2021-06-19T15:00:00.000Z","51.06"
"2021-06-19T15:00:00.000Z","2021-06-19T16:00:00.000Z","49.64"
"2021-06-19T16:00:00.000Z","2021-06-19T17:00:00.000Z","79"
"2021-06-19T17:00:00.000Z","2021-06-19T18:00:00.000Z","48.09"
"2021-06-19T18:00:00.000Z","2021-06-19T19:00:00.000Z","48"
"2021-06-19T19:00:00.000Z","2021-06-19T20:00:00.000Z","48"
"2021-06-19T20:00:00.000Z","2021-06-19T21:00:00.000Z","49.07999"
"2021-06-19T21:00:00.000Z","2021-06-19T22:00:00.000Z","48"
"2021-06-19T22:00:00.000Z","2021-06-19T23:00:00.000Z","47.63"
"2021-06-19T23:00:00.000Z","2021-06-20T00:00:00.000Z","47.63"
"2021-06-20T00:00:00.000Z","2021-06-20T01:00:00.000Z","41.21"
"2021-06-20T01:00:00.000Z","2021-06-20T02:00:00.000Z","41.18999"
"2021-06-20T02:00:00.000Z","2021-06-20T03:00:00.000Z","31.59"
"2021-06-20T03:00:00.000Z","2021-06-20T04:00:00.000Z","22.44"
"2021-06-20T04:00:00.000Z","2021-06-20T05:00:00.000Z","22.46999"
"2021-06-20T05:00:00.000Z","2021-06-20T06:00:00.000Z","24.35999"
"2021-06-20T06:00:00.000Z","2021-06-20T07:00:00.000Z","73"
"2021-06-20T07:00:00.000Z","2021-06-20T08:00:00.000Z","77"
"2021-06-20T08:00:00.000Z","2021-06-20T09:00:00.000Z","63"
"2021-06-20T09:00:00.000Z","2021-06-20T10:00:00.000Z","63"
"2021-06-20T10:00:00.000Z","2021-06-20T11:00:00.000Z","79"
"2021-06-20T11:00:00.000Z","2021-06-20T12:00:00.000Z","86"
"2021-06-20T12:00:00.000Z","2021-06-20T13:00:00.000Z","86"
"2021-06-20T13:00:00.000Z","2021-06-20T14:00:00.000Z","85"
"2021-06-20T14:00:00.000Z","2021-06-20T15:00:00.000Z","66"
"2021-06-20T15:00:00.000Z","2021-06-20T16:00:00.000Z","97"
"2021-06-20T16:00:00.000Z","2021-06-20T17:00:00.000Z","80"
"2021-06-20T17:00:00.000Z","2021-06-20T18:00:00.000Z","84"
"2021-06-20T18:00:00.000Z","2021-06-20T19:00:00.000Z","80"
"2021-06-20T19:00:00.000Z","2021-06-20T20:00:00.000Z","96"
"2021-06-20T20:00:00.000Z","2021-06-20T21:00:00.000Z","80"
"2021-06-20T21:00:00.000Z","2021-06-20T22:00:00.000Z","27.5"
"2021-06-20T22:00:00.000Z","2021-06-20T23:00:00.000Z","19.18"
"2021-06-20T23:00:00.000Z","2021-06-21T00:00:00.000Z","15.31"
"2021-06-21T00:00:00.000Z","2021-06-21T01:00:00.000Z","5.09999"
"2021-06-21T01:00:00.000Z","2021-06-21T02:00:00.000Z","3.66"
"2021-06-21T02:00:00.000Z","2021-06-21T03:00:00.000Z","3.62999"
"2021-06-21T03:00:00.000Z","2021-06-21T04:00:00.000Z","18.07999"
"2021-06-21T04:00:00.000Z","2021-06-21T05:00:00.000Z","123"
"2021-06-21T05:00:00.000Z","2021-06-21T06:00:00.000Z","160"
"2021-06-21T06:00:00.000Z","2021-06-21T07:00:00.000Z","800"
"2021-06-21T07:00:00.000Z","2021-06-21T08:00:00.000Z","260"
"2021-06-21T08:00:00.000Z","2021-06-21T09:00:00.000Z","143"
"2021-06-21T09:00:00.000Z","2021-06-21T10:00:00.000Z","120"
"2021-06-21T10:00:00.000Z","2021-06-21T11:00:00.000Z","119"
"2021-06-21T11:00:00.000Z","2021-06-21T12:00:00.000Z","119"
"2021-06-21T12:00:00.000Z","2021-06-21T13:00:00.000Z","189"
"2021-06-21T13:00:00.000Z","2021-06-21T14:00:00.000Z","120"
"2021-06-21T14:00:00.000Z","2021-06-21T15:00:00.000Z","120"
"2021-06-21T15:00:00.000Z","2021-06-21T16:00:00.000Z","98.62"
"2021-06-21T16:00:00.000Z","2021-06-21T17:00:00.000Z","300"
"2021-06-21T17:00:00.000Z","2021-06-21T18:00:00.000Z","260"
"2021-06-21T18:00:00.000Z","2021-06-21T19:00:00.000Z","108"
"2021-06-21T19:00:00.000Z","2021-06-21T20:00:00.000Z","120"
"2021-06-21T20:00:00.000Z","2021-06-21T21:00:00.000Z","98.62"
"2021-06-21T21:00:00.000Z","2021-06-21T22:00:00.000Z","78"
"2021-06-21T22:00:00.000Z","2021-06-21T23:00:00.000Z","54"
"2021-06-21T23:00:00.000Z","2021-06-22T00:00:00.000Z","52.00999"
"2021-06-22T00:00:00.000Z","2021-06-22T01:00:00.000Z","27.53"
"2021-06-22T01:00:00.000Z","2021-06-22T02:00:00.000Z","25.35"
"2021-06-22T02:00:00.000Z","2021-06-22T03:00:00.000Z","24.82"
"2021-06-22T03:00:00.000Z","2021-06-22T04:00:00.000Z","66.21999"
"2021-06-22T04:00:00.000Z","2021-06-22T05:00:00.000Z","90.60999"
"2021-06-22T05:00:00.000Z","2021-06-22T06:00:00.000Z","99.65999"
"2021-06-22T06:00:00.000Z","2021-06-22T07:00:00.000Z","140"
"2021-06-22T07:00:00.000Z","2021-06-22T08:00:00.000Z","150"
"2021-06-22T08:00:00.000Z","2021-06-22T09:00:00.000Z","170"
"2021-06-22T09:00:00.000Z","2021-06-22T10:00:00.000Z","170"
"2021-06-22T10:00:00.000Z","2021-06-22T11:00:00.000Z","90.67"
"2021-06-22T11:00:00.000Z","2021-06-22T12:00:00.000Z","90.68999"
"2021-06-22T12:00:00.000Z","2021-06-22T13:00:00.000Z","90.65999"
"2021-06-22T13:00:00.000Z","2021-06-22T14:00:00.000Z","86.06999"
"2021-06-22T14:00:00.000Z","2021-06-22T15:00:00.000Z","87.45999"
"2021-06-22T15:00:00.000Z","2021-06-22T16:00:00.000Z","90.62"
"2021-06-22T16:00:00.000Z","2021-06-22T17:00:00.000Z","97.59"
"2021-06-22T17:00:00.000Z","2021-06-22T18:00:00.000Z","100.45999"
"2021-06-22T18:00:00.000Z","2021-06-22T19:00:00.000Z","71.71999"
"2021-06-22T19:00:00.000Z","2021-06-22T20:00:00.000Z","57.07"
"2021-06-22T20:00:00.000Z","2021-06-22T21:00:00.000Z","50.32999"
"2021-06-22T21:00:00.000Z","2021-06-22T22:00:00.000Z","29.14999"
"2021-06-22T22:00:00.000Z","2021-06-22T23:00:00.000Z","32.14"
"2021-06-22T23:00:00.000Z","2021-06-23T00:00:00.000Z","32.14"
"2021-06-23T00:00:00.000Z","2021-06-23T01:00:00.000Z","30.93"
"2021-06-23T01:00:00.000Z","2021-06-23T02:00:00.000Z","25.75"
"2021-06-23T02:00:00.000Z","2021-06-23T03:00:00.000Z","25.03"
"2021-06-23T03:00:00.000Z","2021-06-23T04:00:00.000Z","34.90999"
"2021-06-23T04:00:00.000Z","2021-06-23T05:00:00.000Z","87.84999"
"2021-06-23T05:00:00.000Z","2021-06-23T06:00:00.000Z","168"
"2021-06-23T06:00:00.000Z","2021-06-23T07:00:00.000Z","168"
"2021-06-23T07:00:00.000Z","2021-06-23T08:00:00.000Z","103.93"
"2021-06-23T08:00:00.000Z","2021-06-23T09:00:00.000Z","128"
"2021-06-23T09:00:00.000Z","2021-06-23T10:00:00.000Z","158"
"2021-06-23T10:00:00.000Z","2021-06-23T11:00:00.000Z","499"
"2021-06-23T11:00:00.000Z","2021-06-23T12:00:00.000Z","300"
"2021-06-23T12:00:00.000Z","2021-06-23T13:00:00.000Z","131"
"2021-06-23T13:00:00.000Z","2021-06-23T14:00:00.000Z","85.09999"
"2021-06-23T14:00:00.000Z","2021-06-23T15:00:00.000Z","85.64"
"2021-06-23T15:00:00.000Z","2021-06-23T16:00:00.000Z","90.95999"
"2021-06-23T16:00:00.000Z","2021-06-23T17:00:00.000Z","106.44"
"2021-06-23T17:00:00.000Z","2021-06-23T18:00:00.000Z","139.72"
"2021-06-23T18:00:00.000Z","2021-06-23T19:00:00.000Z","79.90999"
"2021-06-23T19:00:00.000Z","2021-06-23T20:00:00.000Z","71.65"
"2021-06-23T20:00:00.000Z","2021-06-23T21:00:00.000Z","66.29"
"2021-06-23T21:00:00.000Z","2021-06-23T22:00:00.000Z","44.53"
"2021-06-23T22:00:00.000Z","2021-06-23T23:00:00.000Z","36.63"
"2021-06-23T23:00:00.000Z","2021-06-24T00:00:00.000Z","32.57"
"2021-06-24T00:00:00.000Z","2021-06-24T01:00:00.000Z","32.2"
"2021-06-24T01:00:00.000Z","2021-06-24T02:00:00.000Z","31.89999"
"2021-06-24T02:00:00.000Z","2021-06-24T03:00:00.000Z","32.18999"
"2021-06-24T03:00:00.000Z","2021-06-24T04:00:00.000Z","60.00999"
"2021-06-24T04:00:00.000Z","2021-06-24T05:00:00.000Z","91.46999"
"2021-06-24T05:00:00.000Z","2021-06-24T06:00:00.000Z","104.23"
"2021-06-24T06:00:00.000Z","2021-06-24T07:00:00.000Z","119.81"
"2021-06-24T07:00:00.000Z","2021-06-24T08:00:00.000Z","115.97"
"2021-06-24T08:00:00.000Z","2021-06-24T09:00:00.000Z","99.98999"
"2021-06-24T09:00:00.000Z","2021-06-24T10:00:00.000Z","100"
"2021-06-24T10:00:00.000Z","2021-06-24T11:00:00.000Z","98.2"
"2021-06-24T11:00:00.000Z","2021-06-24T12:00:00.000Z","89.96999"
"2021-06-24T12:00:00.000Z","2021-06-24T13:00:00.000Z","79.09"
"2021-06-24T13:00:00.000Z","2021-06-24T14:00:00.000Z","57.39"
"2021-06-24T14:00:00.000Z","2021-06-24T15:00:00.000Z","63"
"2021-06-24T15:00:00.000Z","2021-06-24T16:00:00.000Z","47.11999"
"2021-06-24T16:00:00.000Z","2021-06-24T17:00:00.000Z","44.93999"
"2021-06-24T17:00:00.000Z","2021-06-24T18:00:00.000Z","38.68999"
"2021-06-24T18:00:00.000Z","2021-06-24T19:00:00.000Z","35.43999"
"2021-06-24T19:00:00.000Z","2021-06-24T20:00:00.000Z","35.13"
"2021-06-24T20:00:00.000Z","2021-06-24T21:00:00.000Z","32.47999"
"2021-06-24T21:00:00.000Z","2021-06-24T22:00:00.000Z","29.87"
"2021-06-24T22:00:00.000Z","2021-06-24T23:00:00.000Z","31.84"
"2021-06-24T23:00:00.000Z","2021-06-25T00:00:00.000Z","29.23999"
"2021-06-25T00:00:00.000Z","2021-06-25T01:00:00.000Z","28"
"2021-06-25T01:00:00.000Z","2021-06-25T02:00:00.000Z","26.80999"
"2021-06-25T02:00:00.000Z","2021-06-25T03:00:00.000Z","28.32999"
"2021-06-25T03:00:00.000Z","2021-06-25T04:00:00.000Z","31.94999"
"2021-06-25T04:00:00.000Z","2021-06-25T05:00:00.000Z","32.86999"
"2021-06-25T05:00:00.000Z","2021-06-25T06:00:00.000Z","33.96"
"2021-06-25T06:00:00.000Z","2021-06-25T07:00:00.000Z","35.75"
"2021-06-25T07:00:00.000Z","2021-06-25T08:00:00.000Z","39.46999"
"2021-06-25T08:00:00.000Z","2021-06-25T09:00:00.000Z","43.57999"
"2021-06-25T09:00:00.000Z","2021-06-25T10:00:00.000Z","41.71999"
"2021-06-25T10:00:00.000Z","2021-06-25T11:00:00.000Z","39.68999"
"2021-06-25T11:00:00.000Z","2021-06-25T12:00:00.000Z","35.79999"
"2021-06-25T12:00:00.000Z","2021-06-25T13:00:00.000Z","35.18"
"2021-06-25T13:00:00.000Z","2021-06-25T14:00:00.000Z","33.13"
"2021-06-25T14:00:00.000Z","2021-06-25T15:00:00.000Z","32.57999"
"2021-06-25T15:00:00.000Z","2021-06-25T16:00:00.000Z","33.5"
"2021-06-25T16:00:00.000Z","2021-06-25T17:00:00.000Z","39.65999"
"2021-06-25T17:00:00.000Z","2021-06-25T18:00:00.000Z","33.47999"
"2021-06-25T18:00:00.000Z","2021-06-25T19:00:00.000Z","32.14999"
"2021-06-25T19:00:00.000Z","2021-06-25T20:00:00.000Z","31.21999"
"2021-06-25T20:00:00.000Z","2021-06-25T21:00:00.000Z","30.07999"
"2021-06-25T21:00:00.000Z","2021-06-25T22:00:00.000Z","26.57999"
"2021-06-25T22:00:00.000Z","2021-06-25T23:00:00.000Z","29.12"
"2021-06-25T23:00:00.000Z","2021-06-26T00:00:00.000Z","26.12999"
"2021-06-26T00:00:00.000Z","2021-06-26T01:00:00.000Z","22.19"
"2021-06-26T01:00:00.000Z","2021-06-26T02:00:00.000Z","21.73"
"2021-06-26T02:00:00.000Z","2021-06-26T03:00:00.000Z","21.82"
"2021-06-26T03:00:00.000Z","2021-06-26T04:00:00.000Z","24.82"
"2021-06-26T04:00:00.000Z","2021-06-26T05:00:00.000Z","30.03"
"2021-06-26T05:00:00.000Z","2021-06-26T06:00:00.000Z","30.94999"
"2021-06-26T06:00:00.000Z","2021-06-26T07:00:00.000Z","32.88"
"2021-06-26T07:00:00.000Z","2021-06-26T08:00:00.000Z","34"
"2021-06-26T08:00:00.000Z","2021-06-26T09:00:00.000Z","34.13"
"2021-06-26T09:00:00.000Z","2021-06-26T10:00:00.000Z","34.14"
"2021-06-26T10:00:00.000Z","2021-06-26T11:00:00.000Z","34.09"
"2021-06-26T11:00:00.000Z","2021-06-26T12:00:00.000Z","34.02"
"2021-06-26T12:00:00.000Z","2021-06-26T13:00:00.000Z","33.78999"
"2021-06-26T13:00:00.000Z","2021-06-26T14:00:00.000Z","33.77"
"2021-06-26T14:00:00.000Z","2021-06-26T15:00:00.000Z","34.07"
"2021-06-26T15:00:00.000Z","2021-06-26T16:00:00.000Z","34.25999"
"2021-06-26T16:00:00.000Z","2021-06-26T17:00:00.000Z","34.43999"
"2021-06-26T17:00:00.000Z","2021-06-26T18:00:00.000Z","34.36999"
"2021-06-26T18:00:00.000Z","2021-06-26T19:00:00.000Z","34.04999"
"2021-06-26T19:00:00.000Z","2021-06-26T20:00:00.000Z","33.04999"
"2021-06-26T20:00:00.000Z","2021-06-26T21:00:00.000Z","32.11999"
"2021-06-26T21:00:00.000Z","2021-06-26T22:00:00.000Z","30.39"
"2021-06-26T22:00:00.000Z","2021-06-26T23:00:00.000Z","28.85999"
"2021-06-26T23:00:00.000Z","2021-06-27T00:00:00.000Z","28.07"
"2021-06-27T00:00:00.000Z","2021-06-27T01:00:00.000Z","26.64999"
"2021-06-27T01:00:00.000Z","2021-06-27T02:00:00.000Z","25.85999"
"2021-06-27T02:00:00.000Z","2021-06-27T03:00:00.000Z","24.62999"
"2021-06-27T03:00:00.000Z","2021-06-27T04:00:00.000Z","26"
"2021-06-27T04:00:00.000Z","2021-06-27T05:00:00.000Z","29.94999"
"2021-06-27T05:00:00.000Z","2021-06-27T06:00:00.000Z","30.09"
"2021-06-27T06:00:00.000Z","2021-06-27T07:00:00.000Z","31.76"
"2021-06-27T07:00:00.000Z","2021-06-27T08:00:00.000Z","33"
"2021-06-27T08:00:00.000Z","2021-06-27T09:00:00.000Z","33.5"
"2021-06-27T09:00:00.000Z","2021-06-27T10:00:00.000Z","34"
"2021-06-27T10:00:00.000Z","2021-06-27T11:00:00.000Z","33.97999"
"2021-06-27T11:00:00.000Z","2021-06-27T12:00:00.000Z","32.28999"
"2021-06-27T12:00:00.000Z","2021-06-27T13:00:00.000Z","30.32"
"2021-06-27T13:00:00.000Z","2021-06-27T14:00:00.000Z","41"
"2021-06-27T14:00:00.000Z","2021-06-27T15:00:00.000Z","40"
"2021-06-27T15:00:00.000Z","2021-06-27T16:00:00.000Z","34.6"
"2021-06-27T16:00:00.000Z","2021-06-27T17:00:00.000Z","34.64"
"2021-06-27T17:00:00.000Z","2021-06-27T18:00:00.000Z","34.82999"
"2021-06-27T18:00:00.000Z","2021-06-27T19:00:00.000Z","34.53999"
"2021-06-27T19:00:00.000Z","2021-06-27T20:00:00.000Z","34.22999"
"2021-06-27T20:00:00.000Z","2021-06-27T21:00:00.000Z","38"
"2021-06-27T21:00:00.000Z","2021-06-27T22:00:00.000Z","38"
"2021-06-27T22:00:00.000Z","2021-06-27T23:00:00.000Z","28.30999"
"2021-06-27T23:00:00.000Z","2021-06-28T00:00:00.000Z","28.01"
"2021-06-28T00:00:00.000Z","2021-06-28T01:00:00.000Z","27.17"
"2021-06-28T01:00:00.000Z","2021-06-28T02:00:00.000Z","27.69999"
"2021-06-28T02:00:00.000Z","2021-06-28T03:00:00.000Z","31.25"
"2021-06-28T03:00:00.000Z","2021-06-28T04:00:00.000Z","34.25"
"2021-06-28T04:00:00.000Z","2021-06-28T05:00:00.000Z","94.29"
"2021-06-28T05:00:00.000Z","2021-06-28T06:00:00.000Z","103.18"
"2021-06-28T06:00:00.000Z","2021-06-28T07:00:00.000Z","98.48999"
"2021-06-28T07:00:00.000Z","2021-06-28T08:00:00.000Z","94.23999"
"2021-06-28T08:00:00.000Z","2021-06-28T09:00:00.000Z","89.7"
"2021-06-28T09:00:00.000Z","2021-06-28T10:00:00.000Z","86.95"
"2021-06-28T10:00:00.000Z","2021-06-28T11:00:00.000Z","86.73999"
"2021-06-28T11:00:00.000Z","2021-06-28T12:00:00.000Z","85.81"
"2021-06-28T12:00:00.000Z","2021-06-28T13:00:00.000Z","84.62"
"2021-06-28T13:00:00.000Z","2021-06-28T14:00:00.000Z","58"
"2021-06-28T14:00:00.000Z","2021-06-28T15:00:00.000Z","56"
"2021-06-28T15:00:00.000Z","2021-06-28T16:00:00.000Z","69.81"
"2021-06-28T16:00:00.000Z","2021-06-28T17:00:00.000Z","99.62"
"2021-06-28T17:00:00.000Z","2021-06-28T18:00:00.000Z","123.95999"
"2021-06-28T18:00:00.000Z","2021-06-28T19:00:00.000Z","92.23"
"2021-06-28T19:00:00.000Z","2021-06-28T20:00:00.000Z","90.46999"
"2021-06-28T20:00:00.000Z","2021-06-28T21:00:00.000Z","64.03"
"2021-06-28T21:00:00.000Z","2021-06-28T22:00:00.000Z","54"
"2021-06-28T22:00:00.000Z","2021-06-28T23:00:00.000Z","54"
"2021-06-28T23:00:00.000Z","2021-06-29T00:00:00.000Z","35.39999"
"2021-06-29T00:00:00.000Z","2021-06-29T01:00:00.000Z","35.22999"
"2021-06-29T01:00:00.000Z","2021-06-29T02:00:00.000Z","35.13"
"2021-06-29T02:00:00.000Z","2021-06-29T03:00:00.000Z","35.42"
"2021-06-29T03:00:00.000Z","2021-06-29T04:00:00.000Z","60.68"
"2021-06-29T04:00:00.000Z","2021-06-29T05:00:00.000Z","93.79"
"2021-06-29T05:00:00.000Z","2021-06-29T06:00:00.000Z","103.48"
"2021-06-29T06:00:00.000Z","2021-06-29T07:00:00.000Z","111.03"
"2021-06-29T07:00:00.000Z","2021-06-29T08:00:00.000Z","104.04"
"2021-06-29T08:00:00.000Z","2021-06-29T09:00:00.000Z","99.14"
"2021-06-29T09:00:00.000Z","2021-06-29T10:00:00.000Z","100.02"
"2021-06-29T10:00:00.000Z","2021-06-29T11:00:00.000Z","98.10999"
"2021-06-29T11:00:00.000Z","2021-06-29T12:00:00.000Z","95.26"
"2021-06-29T12:00:00.000Z","2021-06-29T13:00:00.000Z","93.54"
"2021-06-29T13:00:00.000Z","2021-06-29T14:00:00.000Z","97.89"
"2021-06-29T14:00:00.000Z","2021-06-29T15:00:00.000Z","97.85999"
"2021-06-29T15:00:00.000Z","2021-06-29T16:00:00.000Z","97.93"
"2021-06-29T16:00:00.000Z","2021-06-29T17:00:00.000Z","100.04"
"2021-06-29T17:00:00.000Z","2021-06-29T18:00:00.000Z","400"
"2021-06-29T18:00:00.000Z","2021-06-29T19:00:00.000Z","188"
"2021-06-29T19:00:00.000Z","2021-06-29T20:00:00.000Z","88.59999"
"2021-06-29T20:00:00.000Z","2021-06-29T21:00:00.000Z","61.5"
"2021-06-29T21:00:00.000Z","2021-06-29T22:00:00.000Z","37.77"
"2021-06-29T22:00:00.000Z","2021-06-29T23:00:00.000Z","35.22999"
"2021-06-29T23:00:00.000Z","2021-06-30T00:00:00.000Z","34.45"
"2021-06-30T00:00:00.000Z","2021-06-30T01:00:00.000Z","33.59"
"2021-06-30T01:00:00.000Z","2021-06-30T02:00:00.000Z","33.29999"
"2021-06-30T02:00:00.000Z","2021-06-30T03:00:00.000Z","33.97999"
"2021-06-30T03:00:00.000Z","2021-06-30T04:00:00.000Z","69.95"
"2021-06-30T04:00:00.000Z","2021-06-30T05:00:00.000Z","96.46999"
"2021-06-30T05:00:00.000Z","2021-06-30T06:00:00.000Z","159"
"2021-06-30T06:00:00.000Z","2021-06-30T07:00:00.000Z","108"
"2021-06-30T07:00:00.000Z","2021-06-30T08:00:00.000Z","106.37"
"2021-06-30T08:00:00.000Z","2021-06-30T09:00:00.000Z","103.36"
"2021-06-30T09:00:00.000Z","2021-06-30T10:00:00.000Z","89.31"
"2021-06-30T10:00:00.000Z","2021-06-30T11:00:00.000Z","89.71999"
"2021-06-30T11:00:00.000Z","2021-06-30T12:00:00.000Z","81.73"
"2021-06-30T12:00:00.000Z","2021-06-30T13:00:00.000Z","81.28"
"2021-06-30T13:00:00.000Z","2021-06-30T14:00:00.000Z","52.35"
"2021-06-30T14:00:00.000Z","2021-06-30T15:00:00.000Z","52.09"
"2021-06-30T15:00:00.000Z","2021-06-30T16:00:00.000Z","62"
"2021-06-30T16:00:00.000Z","2021-06-30T17:00:00.000Z","100.27"
"2021-06-30T17:00:00.000Z","2021-06-30T18:00:00.000Z","99.96999"
"2021-06-30T18:00:00.000Z","2021-06-30T19:00:00.000Z","51.93"
"2021-06-30T19:00:00.000Z","2021-06-30T20:00:00.000Z","47.82"
"2021-06-30T20:00:00.000Z","2021-06-30T21:00:00.000Z","38.54999"
